Question ID,Category,Question,Ground Truth Answer
454,Compliance Audit,Sample Compliance Audit question 104: What happened in payroll scenario 454?,Ground truth answer for synthetic payroll scenario 454.
455,Compliance Audit,Sample Compliance Audit question 105: What happened in payroll scenario 455?,Ground truth answer for synthetic payroll scenario 455.
456,Compliance Audit,Sample Compliance Audit question 106: What happened in payroll scenario 456?,Ground truth answer for synthetic payroll scenario 456.
457,Compliance Audit,Sample Compliance Audit question 107: What happened in payroll scenario 457?,Ground truth answer for synthetic payroll scenario 457.
458,Compliance Audit,Sample Compliance Audit question 108: What happened in payroll scenario 458?,Ground truth answer for synthetic payroll scenario 458.
459,Compliance Audit,Sample Compliance Audit question 109: What happened in payroll scenario 459?,Ground truth answer for synthetic payroll scenario 459.
460,Compliance Audit,Sample Compliance Audit question 110: What happened in payroll scenario 460?,Ground truth answer for synthetic payroll scenario 460.
461,Compliance Audit,Sample Compliance Audit question 111: What happened in payroll scenario 461?,Ground truth answer for synthetic payroll scenario 461.
462,Compliance Audit,Sample Compliance Audit question 112: What happened in payroll scenario 462?,Ground truth answer for synthetic payroll scenario 462.
463,Compliance Audit,Sample Compliance Audit question 113: What happened in payroll scenario 463?,Ground truth answer for synthetic payroll scenario 463.
464,Compliance Audit,Sample Compliance Audit question 114: What happened in payroll scenario 464?,Ground truth answer for synthetic payroll scenario 464.
465,Compliance Audit,Sample Compliance Audit question 115: What happened in payroll scenario 465?,Ground truth answer for synthetic payroll scenario 465.
466,Compliance Audit,Sample Compliance Audit question 116: What happened in payroll scenario 466?,Ground truth answer for synthetic payroll scenario 466.
467,Compliance Audit,Sample Compliance Audit question 117: What happened in payroll scenario 467?,Ground truth answer for synthetic payroll scenario 467.
468,Compliance Audit,Sample Compliance Audit question 118: What happened in payroll scenario 468?,Ground truth answer for synthetic payroll scenario 468.
469,Compliance Audit,Sample Compliance Audit question 119: What happened in payroll scenario 469?,Ground truth answer for synthetic payroll scenario 469.
470,Compliance Audit,Sample Compliance Audit question 120: What happened in payroll scenario 470?,Ground truth answer for synthetic payroll scenario 470.
471,Compliance Audit,Sample Compliance Audit question 121: What happened in payroll scenario 471?,Ground truth answer for synthetic payroll scenario 471.
472,Compliance Audit,Sample Compliance Audit question 122: What happened in payroll scenario 472?,Ground truth answer for synthetic payroll scenario 472.
473,Compliance Audit,Sample Compliance Audit question 123: What happened in payroll scenario 473?,Ground truth answer for synthetic payroll scenario 473.
474,Compliance Audit,Sample Compliance Audit question 124: What happened in payroll scenario 474?,Ground truth answer for synthetic payroll scenario 474.
475,Compliance Audit,Sample Compliance Audit question 125: What happened in payroll scenario 475?,Ground truth answer for synthetic payroll scenario 475.
476,Compliance Audit,Sample Compliance Audit question 126: What happened in payroll scenario 476?,Ground truth answer for synthetic payroll scenario 476.
477,Compliance Audit,Sample Compliance Audit question 127: What happened in payroll scenario 477?,Ground truth answer for synthetic payroll scenario 477.
478,Compliance Audit,Sample Compliance Audit question 128: What happened in payroll scenario 478?,Ground truth answer for synthetic payroll scenario 478.
479,Compliance Audit,Sample Compliance Audit question 129: What happened in payroll scenario 479?,Ground truth answer for synthetic payroll scenario 479.
480,Compliance Audit,Sample Compliance Audit question 130: What happened in payroll scenario 480?,Ground truth answer for synthetic payroll scenario 480.
481,Compliance Audit,Sample Compliance Audit question 131: What happened in payroll scenario 481?,Ground truth answer for synthetic payroll scenario 481.
482,Compliance Audit,Sample Compliance Audit question 132: What happened in payroll scenario 482?,Ground truth answer for synthetic payroll scenario 482.
483,Compliance Audit,Sample Compliance Audit question 133: What happened in payroll scenario 483?,Ground truth answer for synthetic payroll scenario 483.
484,Compliance Audit,Sample Compliance Audit question 134: What happened in payroll scenario 484?,Ground truth answer for synthetic payroll scenario 484.
485,Compliance Audit,Sample Compliance Audit question 135: What happened in payroll scenario 485?,Ground truth answer for synthetic payroll scenario 485.
486,Compliance Audit,Sample Compliance Audit question 136: What happened in payroll scenario 486?,Ground truth answer for synthetic payroll scenario 486.
487,Compliance Audit,Sample Compliance Audit question 137: What happened in payroll scenario 487?,Ground truth answer for synthetic payroll scenario 487.
488,Compliance Audit,Sample Compliance Audit question 138: What happened in payroll scenario 488?,Ground truth answer for synthetic payroll scenario 488.
489,Compliance Audit,Sample Compliance Audit question 139: What happened in payroll scenario 489?,Ground truth answer for synthetic payroll scenario 489.
490,Compliance Audit,Sample Compliance Audit question 140: What happened in payroll scenario 490?,Ground truth answer for synthetic payroll scenario 490.
491,Compliance Audit,Sample Compliance Audit question 141: What happened in payroll scenario 491?,Ground truth answer for synthetic payroll scenario 491.
492,Compliance Audit,Sample Compliance Audit question 142: What happened in payroll scenario 492?,Ground truth answer for synthetic payroll scenario 492.
493,Compliance Audit,Sample Compliance Audit question 143: What happened in payroll scenario 493?,Ground truth answer for synthetic payroll scenario 493.
494,Compliance Audit,Sample Compliance Audit question 144: What happened in payroll scenario 494?,Ground truth answer for synthetic payroll scenario 494.
495,Compliance Audit,Sample Compliance Audit question 145: What happened in payroll scenario 495?,Ground truth answer for synthetic payroll scenario 495.
496,Compliance Audit,Sample Compliance Audit question 146: What happened in payroll scenario 496?,Ground truth answer for synthetic payroll scenario 496.
497,Compliance Audit,Sample Compliance Audit question 147: What happened in payroll scenario 497?,Ground truth answer for synthetic payroll scenario 497.
498,Compliance Audit,Sample Compliance Audit question 148: What happened in payroll scenario 498?,Ground truth answer for synthetic payroll scenario 498.
499,Compliance Audit,Sample Compliance Audit question 149: What happened in payroll scenario 499?,Ground truth answer for synthetic payroll scenario 499.
500,Compliance Audit,Sample Compliance Audit question 150: What happened in payroll scenario 500?,Ground truth answer for synthetic payroll scenario 500.
501,System Metadata,Sample System Metadata question 1: What happened in payroll scenario 501?,Ground truth answer for synthetic payroll scenario 501.
502,System Metadata,Sample System Metadata question 2: What happened in payroll scenario 502?,Ground truth answer for synthetic payroll scenario 502.
503,System Metadata,Sample System Metadata question 3: What happened in payroll scenario 503?,Ground truth answer for synthetic payroll scenario 503.
504,System Metadata,Sample System Metadata question 4: What happened in payroll scenario 504?,Ground truth answer for synthetic payroll scenario 504.
505,System Metadata,Sample System Metadata question 5: What happened in payroll scenario 505?,Ground truth answer for synthetic payroll scenario 505.
506,System Metadata,Sample System Metadata question 6: What happened in payroll scenario 506?,Ground truth answer for synthetic payroll scenario 506.
507,System Metadata,Sample System Metadata question 7: What happened in payroll scenario 507?,Ground truth answer for synthetic payroll scenario 507.
508,System Metadata,Sample System Metadata question 8: What happened in payroll scenario 508?,Ground truth answer for synthetic payroll scenario 508.
509,System Metadata,Sample System Metadata question 9: What happened in payroll scenario 509?,Ground truth answer for synthetic payroll scenario 509.
510,System Metadata,Sample System Metadata question 10: What happened in payroll scenario 510?,Ground truth answer for synthetic payroll scenario 510.
511,System Metadata,Sample System Metadata question 11: What happened in payroll scenario 511?,Ground truth answer for synthetic payroll scenario 511.
512,System Metadata,Sample System Metadata question 12: What happened in payroll scenario 512?,Ground truth answer for synthetic payroll scenario 512.
513,System Metadata,Sample System Metadata question 13: What happened in payroll scenario 513?,Ground truth answer for synthetic payroll scenario 513.
514,System Metadata,Sample System Metadata question 14: What happened in payroll scenario 514?,Ground truth answer for synthetic payroll scenario 514.
515,System Metadata,Sample System Metadata question 15: What happened in payroll scenario 515?,Ground truth answer for synthetic payroll scenario 515.
516,System Metadata,Sample System Metadata question 16: What happened in payroll scenario 516?,Ground truth answer for synthetic payroll scenario 516.
517,System Metadata,Sample System Metadata question 17: What happened in payroll scenario 517?,Ground truth answer for synthetic payroll scenario 517.
518,System Metadata,Sample System Metadata question 18: What happened in payroll scenario 518?,Ground truth answer for synthetic payroll scenario 518.
519,System Metadata,Sample System Metadata question 19: What happened in payroll scenario 519?,Ground truth answer for synthetic payroll scenario 519.
520,System Metadata,Sample System Metadata question 20: What happened in payroll scenario 520?,Ground truth answer for synthetic payroll scenario 520.
521,System Metadata,Sample System Metadata question 21: What happened in payroll scenario 521?,Ground truth answer for synthetic payroll scenario 521.
522,System Metadata,Sample System Metadata question 22: What happened in payroll scenario 522?,Ground truth answer for synthetic payroll scenario 522.
523,System Metadata,Sample System Metadata question 23: What happened in payroll scenario 523?,Ground truth answer for synthetic payroll scenario 523.
524,System Metadata,Sample System Metadata question 24: What happened in payroll scenario 524?,Ground truth answer for synthetic payroll scenario 524.
525,System Metadata,Sample System Metadata question 25: What happened in payroll scenario 525?,Ground truth answer for synthetic payroll scenario 525.
526,System Metadata,Sample System Metadata question 26: What happened in payroll scenario 526?,Ground truth answer for synthetic payroll scenario 526.
527,System Metadata,Sample System Metadata question 27: What happened in payroll scenario 527?,Ground truth answer for synthetic payroll scenario 527.
528,System Metadata,Sample System Metadata question 28: What happened in payroll scenario 528?,Ground truth answer for synthetic payroll scenario 528.
529,System Metadata,Sample System Metadata question 29: What happened in payroll scenario 529?,Ground truth answer for synthetic payroll scenario 529.
530,System Metadata,Sample System Metadata question 30: What happened in payroll scenario 530?,Ground truth answer for synthetic payroll scenario 530.
531,System Metadata,Sample System Metadata question 31: What happened in payroll scenario 531?,Ground truth answer for synthetic payroll scenario 531.
532,System Metadata,Sample System Metadata question 32: What happened in payroll scenario 532?,Ground truth answer for synthetic payroll scenario 532.
533,System Metadata,Sample System Metadata question 33: What happened in payroll scenario 533?,Ground truth answer for synthetic payroll scenario 533.
534,System Metadata,Sample System Metadata question 34: What happened in payroll scenario 534?,Ground truth answer for synthetic payroll scenario 534.
535,System Metadata,Sample System Metadata question 35: What happened in payroll scenario 535?,Ground truth answer for synthetic payroll scenario 535.
536,System Metadata,Sample System Metadata question 36: What happened in payroll scenario 536?,Ground truth answer for synthetic payroll scenario 536.
537,System Metadata,Sample System Metadata question 37: What happened in payroll scenario 537?,Ground truth answer for synthetic payroll scenario 537.
538,System Metadata,Sample System Metadata question 38: What happened in payroll scenario 538?,Ground truth answer for synthetic payroll scenario 538.
539,System Metadata,Sample System Metadata question 39: What happened in payroll scenario 539?,Ground truth answer for synthetic payroll scenario 539.
540,System Metadata,Sample System Metadata question 40: What happened in payroll scenario 540?,Ground truth answer for synthetic payroll scenario 540.
541,System Metadata,Sample System Metadata question 41: What happened in payroll scenario 541?,Ground truth answer for synthetic payroll scenario 541.
542,System Metadata,Sample System Metadata question 42: What happened in payroll scenario 542?,Ground truth answer for synthetic payroll scenario 542.
543,System Metadata,Sample System Metadata question 43: What happened in payroll scenario 543?,Ground truth answer for synthetic payroll scenario 543.
544,System Metadata,Sample System Metadata question 44: What happened in payroll scenario 544?,Ground truth answer for synthetic payroll scenario 544.
545,System Metadata,Sample System Metadata question 45: What happened in payroll scenario 545?,Ground truth answer for synthetic payroll scenario 545.
546,System Metadata,Sample System Metadata question 46: What happened in payroll scenario 546?,Ground truth answer for synthetic payroll scenario 546.
547,System Metadata,Sample System Metadata question 47: What happened in payroll scenario 547?,Ground truth answer for synthetic payroll scenario 547.
548,System Metadata,Sample System Metadata question 48: What happened in payroll scenario 548?,Ground truth answer for synthetic payroll scenario 548.
549,System Metadata,Sample System Metadata question 49: What happened in payroll scenario 549?,Ground truth answer for synthetic payroll scenario 549.
550,System Metadata,Sample System Metadata question 50: What happened in payroll scenario 550?,Ground truth answer for synthetic payroll scenario 550.
551,System Metadata,Sample System Metadata question 51: What happened in payroll scenario 551?,Ground truth answer for synthetic payroll scenario 551.
552,System Metadata,Sample System Metadata question 52: What happened in payroll scenario 552?,Ground truth answer for synthetic payroll scenario 552.
553,System Metadata,Sample System Metadata question 53: What happened in payroll scenario 553?,Ground truth answer for synthetic payroll scenario 553.
554,System Metadata,Sample System Metadata question 54: What happened in payroll scenario 554?,Ground truth answer for synthetic payroll scenario 554.
555,System Metadata,Sample System Metadata question 55: What happened in payroll scenario 555?,Ground truth answer for synthetic payroll scenario 555.
556,System Metadata,Sample System Metadata question 56: What happened in payroll scenario 556?,Ground truth answer for synthetic payroll scenario 556.
557,System Metadata,Sample System Metadata question 57: What happened in payroll scenario 557?,Ground truth answer for synthetic payroll scenario 557.
558,System Metadata,Sample System Metadata question 58: What happened in payroll scenario 558?,Ground truth answer for synthetic payroll scenario 558.
559,System Metadata,Sample System Metadata question 59: What happened in payroll scenario 559?,Ground truth answer for synthetic payroll scenario 559.
560,System Metadata,Sample System Metadata question 60: What happened in payroll scenario 560?,Ground truth answer for synthetic payroll scenario 560.
561,System Metadata,Sample System Metadata question 61: What happened in payroll scenario 561?,Ground truth answer for synthetic payroll scenario 561.
562,System Metadata,Sample System Metadata question 62: What happened in payroll scenario 562?,Ground truth answer for synthetic payroll scenario 562.
563,System Metadata,Sample System Metadata question 63: What happened in payroll scenario 563?,Ground truth answer for synthetic payroll scenario 563.
564,System Metadata,Sample System Metadata question 64: What happened in payroll scenario 564?,Ground truth answer for synthetic payroll scenario 564.
565,System Metadata,Sample System Metadata question 65: What happened in payroll scenario 565?,Ground truth answer for synthetic payroll scenario 565.
566,System Metadata,Sample System Metadata question 66: What happened in payroll scenario 566?,Ground truth answer for synthetic payroll scenario 566.
567,System Metadata,Sample System Metadata question 67: What happened in payroll scenario 567?,Ground truth answer for synthetic payroll scenario 567.
568,System Metadata,Sample System Metadata question 68: What happened in payroll scenario 568?,Ground truth answer for synthetic payroll scenario 568.
569,System Metadata,Sample System Metadata question 69: What happened in payroll scenario 569?,Ground truth answer for synthetic payroll scenario 569.
570,System Metadata,Sample System Metadata question 70: What happened in payroll scenario 570?,Ground truth answer for synthetic payroll scenario 570.
571,System Metadata,Sample System Metadata question 71: What happened in payroll scenario 571?,Ground truth answer for synthetic payroll scenario 571.
572,System Metadata,Sample System Metadata question 72: What happened in payroll scenario 572?,Ground truth answer for synthetic payroll scenario 572.
573,System Metadata,Sample System Metadata question 73: What happened in payroll scenario 573?,Ground truth answer for synthetic payroll scenario 573.
574,System Metadata,Sample System Metadata question 74: What happened in payroll scenario 574?,Ground truth answer for synthetic payroll scenario 574.
575,System Metadata,Sample System Metadata question 75: What happened in payroll scenario 575?,Ground truth answer for synthetic payroll scenario 575.
576,System Metadata,Sample System Metadata question 76: What happened in payroll scenario 576?,Ground truth answer for synthetic payroll scenario 576.
577,System Metadata,Sample System Metadata question 77: What happened in payroll scenario 577?,Ground truth answer for synthetic payroll scenario 577.
578,System Metadata,Sample System Metadata question 78: What happened in payroll scenario 578?,Ground truth answer for synthetic payroll scenario 578.
579,System Metadata,Sample System Metadata question 79: What happened in payroll scenario 579?,Ground truth answer for synthetic payroll scenario 579.
580,System Metadata,Sample System Metadata question 80: What happened in payroll scenario 580?,Ground truth answer for synthetic payroll scenario 580.
581,System Metadata,Sample System Metadata question 81: What happened in payroll scenario 581?,Ground truth answer for synthetic payroll scenario 581.
582,System Metadata,Sample System Metadata question 82: What happened in payroll scenario 582?,Ground truth answer for synthetic payroll scenario 582.
583,System Metadata,Sample System Metadata question 83: What happened in payroll scenario 583?,Ground truth answer for synthetic payroll scenario 583.
584,System Metadata,Sample System Metadata question 84: What happened in payroll scenario 584?,Ground truth answer for synthetic payroll scenario 584.
585,System Metadata,Sample System Metadata question 85: What happened in payroll scenario 585?,Ground truth answer for synthetic payroll scenario 585.
586,System Metadata,Sample System Metadata question 86: What happened in payroll scenario 586?,Ground truth answer for synthetic payroll scenario 586.
587,System Metadata,Sample System Metadata question 87: What happened in payroll scenario 587?,Ground truth answer for synthetic payroll scenario 587.
588,System Metadata,Sample System Metadata question 88: What happened in payroll scenario 588?,Ground truth answer for synthetic payroll scenario 588.
589,System Metadata,Sample System Metadata question 89: What happened in payroll scenario 589?,Ground truth answer for synthetic payroll scenario 589.
590,System Metadata,Sample System Metadata question 90: What happened in payroll scenario 590?,Ground truth answer for synthetic payroll scenario 590.
591,System Metadata,Sample System Metadata question 91: What happened in payroll scenario 591?,Ground truth answer for synthetic payroll scenario 591.
592,System Metadata,Sample System Metadata question 92: What happened in payroll scenario 592?,Ground truth answer for synthetic payroll scenario 592.
593,System Metadata,Sample System Metadata question 93: What happened in payroll scenario 593?,Ground truth answer for synthetic payroll scenario 593.
594,System Metadata,Sample System Metadata question 94: What happened in payroll scenario 594?,Ground truth answer for synthetic payroll scenario 594.
595,System Metadata,Sample System Metadata question 95: What happened in payroll scenario 595?,Ground truth answer for synthetic payroll scenario 595.
596,System Metadata,Sample System Metadata question 96: What happened in payroll scenario 596?,Ground truth answer for synthetic payroll scenario 596.
597,System Metadata,Sample System Metadata question 97: What happened in payroll scenario 597?,Ground truth answer for synthetic payroll scenario 597.
598,System Metadata,Sample System Metadata question 98: What happened in payroll scenario 598?,Ground truth answer for synthetic payroll scenario 598.
599,System Metadata,Sample System Metadata question 99: What happened in payroll scenario 599?,Ground truth answer for synthetic payroll scenario 599.
600,System Metadata,Sample System Metadata question 100: What happened in payroll scenario 600?,Ground truth answer for synthetic payroll scenario 600.
